Gender,family_history,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,Obesity,Age,Weight,Height
Female,sim,sim,3.0,3.0,Frequentemente,não,2.00357,não,1.25955,0.417116,Não,Transporte público,Abaixo do peso,22,54,1.73
Male,sim,sim,2.627031,3.832911,Quase sempre,não,2.993448,não,2.0,1.425903,Não,Transporte público,Abaixo do peso,20,55,1.76
Female,sim,sim,3.0,3.0,Frequentemente,não,2.009796,não,2.0,0.071317,Não,Transporte público,Abaixo do peso,22,54,1.74
Female,não,sim,2.919751,3.576103,Quase sempre,não,1.949308,não,1.940182,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.73
Female,não,sim,2.494451,3.56544,Quase sempre,não,1.491268,não,1.951027,0.956204,Quase sempre,Transporte público,Abaixo do peso,16,49,1.75
Female,não,sim,1.69427,3.266644,Quase sempre,não,1.095417,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.76
Female,não,sim,1.601236,3.433908,Quase sempre,não,1.055019,não,0.819269,1.030848,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,1.204855,3.531038,Quase sempre,não,1.134658,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,19,49,1.7
Female,não,sim,1.052699,3.998618,Frequentemente,não,1.0,não,2.0,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.72
Female,não,não,2.910345,3.0,Frequentemente,não,1.0,sim,1.461005,0.0,Quase sempre,Transporte público,Abaixo do peso,19,42,1.59
Female,não,sim,2.866383,1.226342,Frequentemente,não,1.0,não,0.14495,0.0,Quase sempre,Transporte público,Abaixo do peso,20,42,1.52
Female,não,sim,2.913486,1.060796,Frequentemente,não,1.596212,não,0.108948,0.773087,Quase sempre,Transporte público,Abaixo do peso,19,42,1.52
Male,sim,sim,2.432886,3.0,Quase sempre,não,2.0,não,2.697949,1.0,Não,Automóvel,Abaixo do peso,17,59,1.84
Male,sim,sim,2.883745,3.595761,Quase sempre,não,2.0,não,2.077653,0.714701,Não,Automóvel,Abaixo do peso,17,59,1.85
Male,sim,sim,2.707666,3.737914,Quase sempre,não,2.026547,não,2.009397,0.613971,Não,Automóvel,Abaixo do peso,17,59,1.85
Female,sim,sim,2.919584,3.697831,Frequentemente,não,1.147121,não,0.993058,0.08922,Não,Transporte público,Abaixo do peso,21,50,1.72
Female,sim,sim,2.969205,3.21043,Frequentemente,não,2.765876,não,0.611037,1.300692,Não,Transporte público,Abaixo do peso,21,50,1.7
Female,sim,sim,2.486189,3.0,Frequentemente,não,1.064378,não,2.206055,1.958089,Não,Transporte público,Abaixo do peso,22,51,1.72
Female,não,sim,1.642241,3.45259,Quase sempre,não,1.099231,não,0.418875,1.0,Quase sempre,Transporte público,Abaixo do peso,17,50,1.71
Female,não,sim,1.567101,3.0,Quase sempre,não,1.994139,não,0.107981,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.76
Female,não,sim,1.036414,3.205587,Quase sempre,não,1.745959,não,0.115974,1.0,Quase sempre,Transporte público,Abaixo do peso,18,50,1.7
Female,não,sim,1.649974,1.513835,Quase sempre,não,1.549974,não,0.227802,1.972926,Quase sempre,Transporte público,Abaixo do peso,18,41,1.57
Female,não,sim,1.118436,3.0,Quase sempre,não,1.997744,não,2.432443,1.626194,Quase sempre,Transporte público,Abaixo do peso,19,39,1.54
Female,não,sim,2.673638,2.779379,Frequentemente,não,1.249074,não,0.043412,0.403694,Quase sempre,Transporte público,Abaixo do peso,20,41,1.53
Male,sim,sim,2.120185,4.0,Quase sempre,não,2.582165,não,2.0,1.510609,Não,Automóvel,Abaixo do peso,19,55,1.76
Male,sim,sim,3.0,3.732126,Quase sempre,não,2.0,não,2.000934,0.384662,Não,Automóvel,Abaixo do peso,17,60,1.84
Male,sim,sim,2.34222,3.937099,Quase sempre,não,2.311791,não,2.013377,1.128355,Não,Automóvel,Abaixo do peso,18,58,1.86
Male,sim,sim,2.86099,4.0,Quase sempre,não,2.0,não,2.0,0.007872,Não,Automóvel,Abaixo do peso,17,59,1.83
Male,sim,sim,2.559571,3.047959,Quase sempre,não,2.0,não,2.011646,0.588994,Não,Automóvel,Abaixo do peso,17,58,1.82
Male,sim,sim,2.424977,4.0,Quase sempre,não,2.0,não,2.0,0.03921,Não,Automóvel,Abaixo do peso,17,59,1.81
Male,sim,sim,1.786841,3.0,Quase sempre,não,1.546856,não,0.512094,1.608265,Quase sempre,Transporte público,Abaixo do peso,18,50,1.71
Male,sim,sim,1.303878,3.0,Quase sempre,não,1.755497,não,0.062932,1.672532,Quase sempre,Transporte público,Abaixo do peso,18,51,1.71
Male,sim,sim,1.889883,3.0,Quase sempre,não,1.959531,não,0.520407,1.151166,Quase sempre,Transporte público,Abaixo do peso,18,50,1.74
Female,não,não,2.984004,3.0,Frequentemente,não,1.015249,sim,1.327833,0.0,Quase sempre,Transporte público,Abaixo do peso,19,44,1.57
Female,não,não,3.0,2.975362,Frequentemente,não,1.246822,sim,0.979701,0.0,Quase sempre,Transporte público,Abaixo do peso,19,44,1.58
Female,não,não,3.0,3.0,Frequentemente,não,2.487919,sim,1.230441,0.0,Quase sempre,Transporte público,Abaixo do peso,19,45,1.6
Female,não,sim,3.0,1.0,Frequentemente,não,1.49681,não,0.0,0.513427,Quase sempre,Transporte público,Abaixo do peso,19,42,1.54
Female,não,sim,2.749268,1.394539,Frequentemente,não,1.322048,não,0.463949,0.800993,Quase sempre,Transporte público,Abaixo do peso,19,42,1.53
Female,não,sim,3.0,1.0,Frequentemente,não,1.764055,não,0.0,0.560887,Quase sempre,Transporte público,Abaixo do peso,19,42,1.53
Male,sim,sim,1.202075,3.0,Quase sempre,não,1.927976,não,0.023574,1.747256,Quase sempre,Transporte público,Abaixo do peso,18,52,1.72
Male,sim,sim,2.0,3.131032,Quase sempre,não,2.072194,não,1.487987,2.0,Quase sempre,Transporte público,Abaixo do peso,18,53,1.72
Male,sim,sim,1.871213,3.0,Quase sempre,não,1.283738,não,0.684879,1.487223,Quase sempre,Transporte público,Abaixo do peso,18,50,1.74
Male,não,sim,2.341133,1.578521,Quase sempre,não,2.0,não,2.0,0.554072,Não,Automóvel,Sobrepeso I,26,86,1.82
Male,não,sim,2.0,1.0,Não,não,2.115967,não,0.770536,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.64
Male,não,sim,1.450218,3.985442,Quase sempre,não,2.147746,não,0.046836,1.0,Não,Automóvel,Sobrepeso I,25,85,1.81
Male,sim,sim,2.204914,3.623364,Quase sempre,não,1.815293,não,0.989316,0.0,Quase sempre,Transporte público,Sobrepeso I,21,75,1.7
Male,não,sim,1.206276,3.0,Não,não,2.406541,não,0.94984,0.479221,Quase sempre,Transporte público,Sobrepeso I,21,68,1.62
Male,sim,sim,2.0,3.0,Quase sempre,não,1.015677,não,0.0,0.37465,Quase sempre,Transporte público,Sobrepeso I,19,88,1.86
Female,não,sim,2.81646,3.36313,Quase sempre,não,2.722063,não,3.0,0.26579,Quase sempre,Automóvel,Sobrepeso I,41,82,1.72
Male,sim,sim,2.0,3.0,Quase sempre,não,1.345298,não,1.097905,1.0,Quase sempre,Transporte público,Sobrepeso I,21,86,1.86
Male,sim,sim,2.0,3.0,Quase sempre,não,1.825629,não,0.699592,0.142056,Quase sempre,Transporte público,Sobrepeso I,21,75,1.7
Female,sim,sim,2.0,1.73762,Quase sempre,não,2.207978,não,2.641072,0.707044,Frequentemente,Transporte público,Sobrepeso I,18,80,1.75
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.345684,1.415536,Quase sempre,Transporte público,Sobrepeso I,23,75,1.7
Female,sim,não,3.0,1.146052,Quase sempre,não,1.074048,não,0.679935,0.0,Quase sempre,Automóvel,Sobrepeso I,33,74,1.64
Female,sim,sim,1.758394,3.981997,Quase sempre,não,2.174248,não,0.920476,1.358163,Quase sempre,Transporte público,Sobrepeso I,21,68,1.61
Male,não,sim,2.0,1.9154,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,68,1.61
Female,não,sim,2.0,2.105616,Quase sempre,não,1.456581,não,0.0,0.9974,Quase sempre,Automóvel,Sobrepeso I,35,62,1.53
Female,sim,sim,2.392665,3.0,Quase sempre,não,2.951056,não,0.0,0.369134,Quase sempre,Automóvel,Sobrepeso I,36,62,1.55
Female,sim,sim,2.577427,1.0,Quase sempre,não,2.0,não,2.287423,0.0,Quase sempre,Transporte público,Sobrepeso I,21,78,1.73
Male,não,sim,2.0,1.0,Não,não,2.803311,não,0.245354,0.0,Quase sempre,Transporte público,Sobrepeso I,22,70,1.63
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Female,sim,sim,2.052152,3.0,Quase sempre,não,1.972074,não,0.228307,0.0,Quase sempre,Automóvel,Sobrepeso I,30,68,1.63
Male,sim,sim,3.0,1.0,Quase sempre,não,2.0,não,2.57223,0.0,Quase sempre,Automóvel,Sobrepeso I,21,79,1.75
Male,sim,sim,2.954996,3.714833,Quase sempre,não,2.430918,não,2.545931,0.469735,Quase sempre,Transporte público,Sobrepeso I,19,85,1.82
Male,sim,sim,3.0,3.0,Quase sempre,não,2.229171,não,1.607953,0.628059,Quase sempre,Transporte público,Sobrepeso I,19,85,1.81
Male,sim,sim,2.0,3.0,Quase sempre,não,2.843777,não,2.022315,0.009254,Quase sempre,Transporte público,Sobrepeso I,21,75,1.71
Male,sim,sim,2.0,3.691226,Não,não,3.0,não,1.228136,0.3352,Quase sempre,Transporte público,Sobrepeso I,21,67,1.61
Female,sim,sim,2.0,3.0,Frequentemente,não,2.0,não,0.0,2.0,Quase sempre,Transporte público,Sobrepeso I,22,75,1.72
Male,sim,sim,2.555401,3.292386,Quase sempre,não,3.0,não,2.0,0.315918,Quase sempre,Transporte público,Sobrepeso I,20,89,1.83
Female,sim,sim,2.108711,3.0,Quase sempre,não,2.746197,não,1.910432,0.0,Quase sempre,Transporte público,Sobrepeso I,21,66,1.6
Female,sim,sim,2.915279,1.104642,Quase sempre,não,1.530046,não,1.360635,0.0,Quase sempre,Transporte público,Sobrepeso I,21,77,1.75
Male,sim,sim,1.570089,3.0,Quase sempre,não,2.0,não,2.707882,0.0,Não,Transporte público,Sobrepeso I,18,80,1.78
Male,sim,sim,2.0,3.0,Quase sempre,não,1.636326,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,75,1.71
Female,sim,sim,2.0,3.0,Quase sempre,não,1.701835,não,1.682271,0.0,Quase sempre,Automóvel,Sobrepeso I,29,71,1.67
Male,sim,sim,1.94313,3.559841,Quase sempre,não,2.367996,não,0.23553,0.879977,Quase sempre,Transporte público,Sobrepeso I,26,82,1.76
Male,sim,sim,2.714447,3.0,Quase sempre,não,3.0,não,1.096818,1.89388,Quase sempre,Transporte público,Sobrepeso I,22,75,1.71
Male,sim,sim,2.0,3.0,Quase sempre,não,2.292073,não,1.067817,0.19668,Quase sempre,Transporte público,Sobrepeso I,19,85,1.81
Female,não,sim,2.903545,3.0,Quase sempre,não,1.549931,não,0.0,0.273882,Quase sempre,Transporte público,Sobrepeso I,24,64,1.6
Female,sim,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,1.339232,Quase sempre,Automóvel,Sobrepeso I,32,72,1.72
Male,sim,sim,3.0,3.654061,Quase sempre,não,1.229915,não,0.793489,1.597608,Quase sempre,Transporte público,Sobrepeso I,23,75,1.71
Female,não,sim,1.75375,1.296156,Quase sempre,não,2.0,sim,0.110174,1.944675,Quase sempre,Transporte público,Sobrepeso I,16,54,1.55
Female,sim,sim,2.543563,1.0,Quase sempre,não,2.0,sim,0.694281,1.056911,Quase sempre,Transporte público,Sobrepeso I,16,65,1.6
Female,não,sim,2.39728,2.656588,Quase sempre,não,2.061062,não,1.912981,1.887386,Quase sempre,Transporte público,Sobrepeso I,23,62,1.59
Female,sim,não,3.0,2.809716,Quase sempre,não,1.591425,não,0.178023,0.0,Quase sempre,Automóvel,Sobrepeso I,35,73,1.67
Male,sim,sim,2.0,2.77684,Quase sempre,não,1.278231,não,0.55713,1.0,Quase sempre,Automóvel,Sobrepeso I,23,88,1.86
Female,sim,sim,2.37464,3.0,Quase sempre,não,2.0,não,2.892922,0.480813,Quase sempre,Automóvel,Sobrepeso I,37,63,1.59
Male,não,sim,2.278644,1.0,Quase sempre,não,2.628985,não,1.0,1.285373,Quase sempre,Transporte público,Sobrepeso I,19,69,1.62
Female,sim,sim,1.620845,1.0,Quase sempre,não,2.0,sim,0.926592,1.657098,Não,Transporte público,Sobrepeso I,16,67,1.62
Female,sim,sim,2.0,1.999014,Quase sempre,não,2.326165,não,0.00705,0.0,Não,Transporte público,Sobrepeso I,18,70,1.64
Female,não,sim,2.823179,2.644692,Quase sempre,não,1.226764,sim,0.747528,0.008899,Quase sempre,Transporte público,Sobrepeso I,18,60,1.55
Female,sim,sim,3.0,2.449723,Quase sempre,não,2.0,sim,0.479592,1.720642,Quase sempre,Transporte público,Sobrepeso I,17,65,1.6
Male,não,sim,3.0,3.0,Quase sempre,não,1.174611,não,2.0,0.0,Não,Automóvel,Sobrepeso I,29,87,1.82
Female,sim,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,1.112489,Quase sempre,Automóvel,Sobrepeso I,31,73,1.66
Male,sim,sim,2.0,2.794156,Quase sempre,não,2.377362,não,0.101236,0.105895,Não,Transporte público,Sobrepeso I,18,80,1.75
Male,sim,sim,2.061952,4.0,Quase sempre,não,2.426465,não,2.0,0.160138,Quase sempre,Transporte público,Sobrepeso I,19,88,1.86
Female,sim,sim,2.0,1.146794,Quase sempre,não,3.0,não,1.809745,1.690102,Frequentemente,Transporte público,Sobrepeso I,19,79,1.76
Female,sim,sim,2.0,1.131695,Quase sempre,não,1.344539,não,0.0,1.59257,Não,Transporte público,Sobrepeso I,18,68,1.64
Female,sim,sim,2.838969,3.0,Quase sempre,não,2.425927,não,1.0,1.453335,Frequentemente,Transporte público,Sobrepeso I,18,76,1.74
Female,não,sim,2.568063,3.0,Quase sempre,não,1.817983,sim,0.0,0.0,Quase sempre,Transporte público,Sobrepeso I,19,64,1.51
Male,não,sim,3.0,3.0,Quase sempre,não,1.205633,não,2.0,0.0,Não,Automóvel,Sobrepeso I,28,87,1.81
Male,não,sim,2.652958,2.488189,Quase sempre,não,2.0,não,2.0,0.096614,Não,Automóvel,Sobrepeso I,26,86,1.8
Male,não,sim,2.0,1.0,Não,não,2.00876,não,0.63119,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.63
Male,não,sim,2.0,1.0,Não,não,2.069184,não,0.729898,0.0,Quase sempre,Transporte público,Sobrepeso I,22,70,1.64
Male,não,sim,1.27785,3.999591,Quase sempre,não,2.495944,não,0.00342,1.0,Não,Automóvel,Sobrepeso I,26,83,1.79
Male,sim,sim,2.0,3.0,Quase sempre,não,1.957871,não,0.994592,0.117303,Quase sempre,Transporte público,Sobrepeso I,21,75,1.68
Female,sim,sim,1.729824,3.612941,Não,não,2.043703,não,0.562118,0.426643,Quase sempre,Transporte público,Sobrepeso I,21,68,1.62
Female,sim,sim,1.452524,3.950553,Não,não,2.109858,não,0.508847,1.194633,Quase sempre,Transporte público,Sobrepeso I,21,68,1.62
Male,sim,sim,2.0,3.0,Quase sempre,não,2.177386,não,0.336814,0.004813,Quase sempre,Transporte público,Sobrepeso I,19,86,1.82
Male,sim,sim,2.0,3.0,Quase sempre,não,2.168651,não,0.977998,0.142638,Quase sempre,Transporte público,Sobrepeso I,19,86,1.81
Female,sim,sim,3.0,2.951837,Quase sempre,não,2.112032,não,0.378683,0.0,Quase sempre,Automóvel,Sobrepeso I,42,75,1.77
Male,sim,sim,2.0,2.799979,Quase sempre,não,1.081333,não,0.444347,1.0,Quase sempre,Transporte público,Sobrepeso I,22,89,1.87
Male,sim,sim,2.0,3.0,Quase sempre,não,1.005727,não,0.0,0.798219,Quase sempre,Transporte público,Sobrepeso I,21,89,1.86
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.129163,1.983678,Quase sempre,Transporte público,Sobrepeso I,23,75,1.67
Male,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,0.0,2.0,Quase sempre,Transporte público,Sobrepeso I,22,75,1.72
Male,sim,sim,2.0,2.228113,Quase sempre,não,2.045004,não,1.293665,0.961806,Frequentemente,Transporte público,Sobrepeso I,18,79,1.75
Male,sim,sim,2.303367,3.042774,Quase sempre,não,1.277636,não,0.944982,0.366126,Quase sempre,Transporte público,Sobrepeso I,23,75,1.71
Female,sim,sim,2.948425,1.198643,Quase sempre,não,1.0,não,0.0,0.173796,Quase sempre,Automóvel,Sobrepeso I,32,74,1.67
Female,sim,sim,2.291846,1.555557,Quase sempre,não,1.0,não,0.0,0.388271,Quase sempre,Automóvel,Sobrepeso I,32,74,1.68
Female,sim,sim,1.906194,3.987707,Quase sempre,não,2.597746,não,1.922234,1.376124,Quase sempre,Transporte público,Sobrepeso I,21,67,1.61
Female,sim,sim,1.834155,3.995957,Quase sempre,não,2.632871,não,1.236114,1.980875,Quase sempre,Transporte público,Sobrepeso I,21,68,1.61
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Female,sim,sim,2.048582,1.047197,Quase sempre,não,2.0,não,0.15136,0.22596,Quase sempre,Automóvel,Sobrepeso I,37,63,1.51
Female,sim,sim,2.948248,3.0,Quase sempre,não,2.429911,não,0.11964,0.360193,Quase sempre,Automóvel,Sobrepeso I,40,62,1.56
Female,sim,sim,2.869436,3.0,Quase sempre,não,2.972426,não,2.16079,0.305954,Quase sempre,Automóvel,Sobrepeso I,38,63,1.55
Female,sim,sim,2.293705,1.0,Quase sempre,não,2.0,não,2.063943,0.0,Quase sempre,Transporte público,Sobrepeso I,21,78,1.73
Female,sim,sim,2.510583,1.0,Quase sempre,não,2.0,não,2.119682,0.0,Quase sempre,Transporte público,Sobrepeso I,21,78,1.74
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Male,não,sim,2.0,1.0,Não,não,3.0,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,70,1.62
Female,sim,sim,2.366949,3.0,Quase sempre,não,1.926577,não,1.581242,0.0,Quase sempre,Automóvel,Sobrepeso I,29,69,1.64
Female,sim,sim,2.615788,3.0,Quase sempre,não,1.771781,não,0.759422,0.686529,Quase sempre,Automóvel,Sobrepeso I,31,71,1.69
Male,sim,sim,3.0,1.0,Quase sempre,não,2.0,não,2.315983,0.0,Quase sempre,Transporte público,Sobrepeso I,22,79,1.75
Male,sim,sim,2.217267,1.193589,Quase sempre,não,2.0,não,2.0,0.0,Quase sempre,Transporte público,Sobrepeso I,26,80,1.75
Male,sim,sim,3.0,3.0,Quase sempre,não,2.759246,não,1.763277,0.453314,Quase sempre,Transporte público,Sobrepeso I,19,85,1.82
Male,sim,sim,2.801514,3.0,Quase sempre,não,2.734782,não,2.207881,0.143675,Quase sempre,Transporte público,Sobrepeso I,19,85,1.81
Male,sim,sim,2.188722,3.0,Quase sempre,não,2.721356,não,1.528968,1.0,Quase sempre,Transporte público,Sobrepeso I,19,85,1.8
Male,sim,sim,2.971351,3.390143,Quase sempre,não,2.133767,não,2.318492,0.678618,Quase sempre,Transporte público,Sobrepeso I,19,85,1.81
Male,sim,sim,2.086093,3.546352,Quase sempre,não,2.081121,não,1.993666,0.673835,Quase sempre,Transporte público,Sobrepeso I,21,75,1.7
Female,sim,sim,1.901611,3.266501,Não,não,2.926995,não,0.985872,0.307982,Quase sempre,Transporte público,Sobrepeso I,21,68,1.6
Female,sim,sim,1.977298,3.554974,Não,não,2.217957,não,0.97812,0.459759,Quase sempre,Transporte público,Sobrepeso I,21,68,1.61
Female,sim,sim,2.446872,2.372311,Quase sempre,não,1.81031,não,0.094893,1.650778,Quase sempre,Transporte público,Sobrepeso I,21,77,1.75
Female,sim,sim,2.839048,2.10601,Quase sempre,não,1.639202,não,1.117311,0.967919,Quase sempre,Transporte público,Sobrepeso I,21,77,1.75
Male,sim,sim,2.21232,4.0,Quase sempre,não,2.374044,não,2.0,0.622638,Quase sempre,Transporte público,Sobrepeso I,19,87,1.86
Male,sim,sim,2.427689,3.715306,Quase sempre,não,2.876096,não,1.815768,0.426465,Quase sempre,Transporte público,Sobrepeso I,21,90,1.9
Male,sim,sim,2.357496,3.376717,Quase sempre,não,2.184843,não,1.358185,0.014885,Quase sempre,Transporte público,Sobrepeso I,21,66,1.61
Female,sim,sim,3.0,1.0,Quase sempre,não,2.0,não,2.971832,0.0,Quase sempre,Transporte público,Sobrepeso I,21,78,1.76
Female,sim,sim,3.0,1.0,Quase sempre,não,2.0,não,2.877473,0.0,Quase sempre,Transporte público,Sobrepeso I,21,78,1.76
Female,sim,sim,1.078529,1.211606,Quase sempre,não,2.568063,não,3.0,0.817983,Não,Transporte público,Sobrepeso I,19,80,1.78
Male,sim,sim,2.0,3.0,Quase sempre,não,1.333707,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,75,1.71
Male,sim,sim,2.0,3.0,Quase sempre,não,1.164062,não,1.0,0.0,Quase sempre,Transporte público,Sobrepeso I,21,75,1.68
Female,sim,sim,2.0,3.0,Quase sempre,não,2.0,não,1.722053,0.0,Quase sempre,Automóvel,Sobrepeso I,27,74,1.7
Male,sim,sim,1.064162,3.98955,Quase sempre,não,2.028426,não,0.81517,0.894678,Quase sempre,Transporte público,Sobrepeso I,28,82,1.77
Male,sim,sim,1.993101,3.171082,Quase sempre,não,2.364498,não,1.224743,0.022245,Quase sempre,Transporte público,Sobrepeso I,26,80,1.75
Male,sim,sim,2.620963,3.0,Quase sempre,não,2.824559,não,0.754599,2.0,Quase sempre,Transporte público,Sobrepeso I,23,75,1.69
Male,sim,sim,2.95118,3.0,Quase sempre,não,3.0,não,2.433918,0.561602,Quase sempre,Transporte público,Sobrepeso I,20,85,1.82
Female,não,sim,2.021446,3.0,Quase sempre,não,1.077917,não,0.523847,0.808599,Quase sempre,Transporte público,Sobrepeso I,21,65,1.58
Female,sim,sim,2.0,3.0,Quase sempre,não,1.0,não,0.0,0.018877,Quase sempre,Automóvel,Sobrepeso I,30,73,1.65
